RowID,Time,Capacity
7002,199.796502,70.57758636
7003,199.824666,70.66206396
7004,199.850664,70.74004392
7005,199.87666799999997,70.81802316000001
7006,199.9005,70.88950476000001
7007,199.924332,70.960986
7008,199.948164,71.03246724
7009,199.969836,71.09745012
7010,199.991502,71.16243336000001
7011,200.013168,71.22741624
7012,200.03483400000002,71.29239912
7013,200.05433399999998,71.35088400000001
7014,200.073834,71.40936888
7015,200.093334,71.4678534
7016,200.11283400000002,71.52633828
7017,200.13016800000003,71.5783248
7018,200.14750200000003,71.63031096
7019,200.16483599999998,71.68229748
7020,200.18216400000003,71.734284
7021,200.199498,71.78627016
7022,200.214666,71.83175832
7023,200.229834,71.87724648000001
7024,200.24500199999997,71.92273464
7025,200.26016399999997,71.9682228
7026,200.27533199999996,72.01371096
7027,200.29049999999998,72.05919912
7028,200.305668,72.10468692
7029,200.31866399999998,72.14367708
7030,200.33166599999998,72.18266688
7031,200.344668,72.22165668000001
7032,200.357664,72.26064648
7033,200.370666,72.29963628
7034,200.383668,72.33862608
7035,200.396664,72.37761588
7036,200.409666,72.41660604
7037,200.420502,72.44909748
7038,200.431332,72.48158892
7039,200.44216799999998,72.51408036
7040,200.453166,72.54707184
7041,200.464002,72.57956328
7042,200.47483200000002,72.61205508
7043,200.485668,72.64454652
7044,200.496498,72.67703795999999
7045,200.50733400000001,72.7095294
7046,200.518164,72.74202084000001
7047,200.529,72.77451228
7048,200.53983600000004,72.80700408
7049,200.550666,72.83949552
7050,200.55933600000003,72.8654886
7051,200.56800000000004,72.89148168
7052,200.57666400000002,72.91747512
7053,200.58533400000005,72.9434682
7054,200.59399800000003,72.96946128
7055,200.602668,72.99545472
7056,200.61133200000003,73.0214478
7057,200.620002,73.04744124
7058,200.628666,73.07343432
7059,200.637336,73.09942776
7060,200.64600000000002,73.12542084
7061,200.654664,73.15141428
7062,200.66333400000002,73.17740736
7063,200.671998,73.20340044
7064,200.68066799999997,73.22939388
7065,200.68933199999998,73.25538696
7066,200.69800199999997,73.28138004
7067,200.70666599999998,73.30737348
7068,200.71316399999998,73.3268682
7069,200.71966799999998,73.34636327999999
7070,200.72616599999998,73.365858
7071,200.73266399999997,73.38535308
7072,200.739168,73.4048478
7073,200.745666,73.42434288000001
7074,200.752164,73.4438376
7075,200.758668,73.46333268000001
7076,200.765166,73.48282776
7077,200.771664,73.50232248
7078,200.778168,73.52181756
7079,200.78466600000002,73.54131228
7080,200.791164,73.56080736
7081,200.797668,73.58030208
7082,200.804166,73.59979716000001
7083,200.810664,73.61929187999999
7084,200.817168,73.63878696
7085,200.823666,73.65828204
7086,200.830164,73.67777676
7087,200.836668,73.69727184
7088,200.843166,73.71676656000001
7089,200.849664,73.73626164
7090,200.85616800000003,73.75575636
7091,200.86266600000002,73.77525143999999
7092,200.869164,73.79474616
7093,200.875668,73.81424124
7094,200.88216599999998,73.83373632
7095,200.88866399999998,73.85323104000001
7096,200.895168,73.87272612
7097,200.901666,73.89222084000001
7098,200.908164,73.91171592
7099,200.914668,73.93121064
7100,200.921166,73.95070572
7101,200.927664,73.97020044
7102,200.93416800000003,73.98969552
7103,200.94066600000002,74.00919024
7104,200.94716400000001,74.02868532
7105,200.95366800000002,74.04818004
7106,200.96016600000002,74.06767512
7107,200.966664,74.0871702
7108,200.97316800000004,74.10666492
